char,pca_3,pca_5,pca_7
202,[ 1041.75410468  -468.14238329 -2779.93460253],"[ 1041.75404999  -468.1425026  -2779.90751813  3251.36829849
   453.77078596]","[ 1041.75391185  -468.14632506 -2779.92431585  3251.53379451
   453.75767837  -846.64245826  -268.0715433 ]"
203,[ 1053.0945895   -526.73496535 -2772.17232015],"[ 1053.09453615  -526.73493963 -2772.14490439  3226.34332682
   440.90336727]","[ 1053.09439744  -526.73874181 -2772.16130773  3226.50812412
   440.88745103  -802.49620201  -167.63125782]"
204,[-2677.71258928   852.59253764  -502.91655264],"[-2677.71228445   852.58993539  -502.9150987    132.07672438
   989.70544081]","[-2677.71225451   852.59061915  -502.91330309   132.04717697
   989.72797415  1662.4613495   -607.53544607]"
205,[-3010.88588298  1383.26689134  -266.68497211],"[-3010.88567692  1383.26415238  -266.67517883  -575.47686844
   428.08131425]","[-3010.88567929  1383.26401851  -266.67612121  -575.46077988
   428.14959325  -409.45465573  -486.99871569]"
206,[-1947.81580649   216.88204967  -793.919525  ],"[-1947.81561243   216.88111737  -793.91333967  1227.54487799
  1292.72994879]","[-1947.81560642   216.88136254  -793.91317226  1227.53084472
  1292.6829777   2675.35736576  -809.38882393]"
207,[-2366.33368821   602.76451005  -703.71006026],"[-2366.33342221   602.76264199  -703.70980981   736.76165857
  1241.0077309 ]","[-2366.33338581   602.76361701  -703.70714163   736.71911837
  1241.00369028  2350.43296303  -783.34795096]"
208,[3718.69357017 2447.19405381  284.452537  ],[3718.69379746 2447.19724151  284.47248683  738.64040358 -132.11921752],"[3718.69364834 2447.19325955  284.46190613  738.8206747  -132.0412226
 -160.85630323    6.62256264]"
209,[2443.42947346 2736.423147   3308.95060113],[2443.42970294 2736.42125752 3308.96636854  402.68097285  934.63833591],"[2443.42970026 2736.42124515 3308.96221081  402.64842153  934.44994503
  523.6091984   615.77443725]"
210,[3215.90987315 4495.47631807 -374.43895844],[3215.9099499  4495.48116538 -374.43602308   40.01036377 1103.0737263 ],"[3215.90984511 4495.47859545 -374.44115736   40.11406332 1103.09517113
  441.08021196 1031.62878026]"
211,[3201.68839515 4522.00183574 -410.56403354],[3201.68846479 4522.00644071 -410.56402365   48.16626782 1059.80402306],"[3201.6883783  4522.00432334 -410.56754911   48.25211049 1059.83881667
  445.77283951  976.59456091]"
212,[3319.39921998 4581.25431937 -322.75169167],[3319.39930455 4581.26025679 -322.74484352  172.51225197 1333.09566549],"[3319.39916434 4581.256795   -322.75388666  172.65687369 1333.12755641
  473.7871804   917.43888512]"
213,[3302.12255887 4630.28397314 -312.35835943],[3302.12267644 4630.29031996 -312.34802852  276.56720684 1476.24443051],"[3302.12251862 4630.28633347 -312.35937648  276.73423892 1476.27849546
  423.89390381  839.92503397]"
214,[3319.2551966  4530.88311157 -341.68466744],[3319.25528088 4530.88908977 -341.67844131  161.73032269 1299.87599952],"[3319.25514627 4530.8857504  -341.68690545  161.86936738 1299.90844557
  520.50885154  985.99040297]"
215,[-1003.77250158  -802.80304405   966.28464289],"[-1003.77225875  -802.79839888   966.27646606   391.32563202
  -620.47727018]","[-1003.77232206  -802.80001959   966.26933083   391.38534921
  -620.49768682   613.90452419   784.91246945]"
216,[1938.06813658 3143.73890542 1636.96483511],[1938.06811966 3143.73588734 1636.97306393 -164.2714929   -54.81249592],"[1938.0681066  3143.73714222 1636.98330667 -164.28761165  -54.77427229
 1160.6247719  2174.58338479]"
217,[3452.9241344  3085.75883152 1094.98936772],"[ 3452.92423071  3085.7627845   1095.00220851 -1340.52780551
  -446.57896284]","[ 3452.92416514  3085.76031135  1094.98573113 -1340.40815402
  -446.57759899   992.2134926   -969.06126282]"
218,[3438.8133989  3118.69872225 1055.99905238],"[ 3438.81348555  3118.7024335   1056.00855982 -1328.73955361
  -492.14318903]","[ 3438.81344027  3118.70047342  1055.99396716 -1328.6402599
  -492.12782002   983.14647121 -1029.53158366]"
219,[3553.7737804  3177.8620004  1144.31536079],"[ 3553.7738835   3177.86700805  1144.33179366 -1207.48965243
  -221.26673336]","[ 3553.77378466  3177.86370961  1144.31171516 -1207.33194184
  -221.25489798  1015.36536782 -1087.45983366]"
220,[3554.22417801 3127.59275812 1124.47557617],"[ 3554.22428001  3127.59780883  1124.49131379 -1217.87118909
  -254.27638038]","[ 3554.22418702  3127.59463885  1124.47183269 -1217.71927888
  -254.26383452  1060.93049436 -1019.79252797]"
221,[-1728.2988872    896.21843984   539.37215072],"[-1728.29918616   896.22765207   539.34808983  1248.0466255
  -731.38070988]","[-1728.29919259   896.22662449   539.33969605  1248.09129938
  -731.30251027  -597.71458111  1290.66428814]"
222,[  657.42927861 -2262.3724855   1410.48374917],"[  657.42921199 -2262.37452194  1410.50738021   674.41380175
  -795.87015299]","[  657.42916565 -2262.37466804  1410.51288148   674.42997673
  -795.91546717   113.2429825   -583.94073188]"
223,[2119.80764463 -834.06065055  -38.93731689],"[ 2119.80744819  -834.06172497   -38.94522466   888.77588121
 -1322.36215449]","[ 2119.80746873  -834.06149383   -38.94032348   888.75450055
 -1322.30369177 -1438.52617568   791.07791285]"
224,[  626.44126777 -2094.67163035 -1105.69464857],"[  626.44155882 -2094.67224192 -1105.67108258 -2096.37910814
   138.93724927]","[  626.44150669 -2094.67396614 -1105.68232402 -2096.28805111
   138.98527259   112.52826432  1636.50144185]"
225,[  655.87231032 -2099.68347418 -1123.70495387],"[  655.87252667 -2099.683609   -1123.68595907 -2134.98561136
   106.85651627]","[  655.87249022 -2099.68488463 -1123.69579324 -2134.90933096
   106.90992003    -7.02216086  1663.32298276]"
226,[  906.75421808 -1972.37600372 -1531.50663285],"[  906.75445995 -1972.3769746  -1531.50079191 -1723.5048608
   228.14055357]","[  906.75450011 -1972.3760359  -1531.50134296 -1723.5379386
   228.14259094     6.76524438  1774.71306788]"
227,[ 1139.23401495 -1852.61327004 -1714.35058124],"[ 1139.23419896 -1852.61421877 -1714.33050138 -1525.75466991
   247.12075997]","[ 1139.23415864 -1852.61528617 -1714.3376638  -1525.69631181
   247.14569366  -242.69018953  2088.3410147 ]"
228,[ 1010.24944364 -1964.56548913 -1655.57420163],"[ 1010.24967247 -1964.56655508 -1655.55978838 -1668.21646533
   104.9715244 ]","[ 1010.24967256 -1964.56653855 -1655.56396096 -1668.20606066
   104.96922471   380.93195818  1915.85999482]"
229,[  717.81683177 -2103.16993891 -1281.11904379],"[  717.81711788 -2103.17120433 -1281.10432177 -1955.58369642
   243.86630152]","[  717.81711539 -2103.17154689 -1281.11033915 -1955.55829718
   243.88267743    26.05505456  1659.89912522]"
230,[-635.5472695   545.46786641  848.28076346],[-635.54743634  545.46112114  848.28008079 -571.85486102 -191.11379152],"[-635.54739215  545.46308821  848.29580821 -571.9415358  -191.08332734
  781.42748165 2625.77637056]"
